City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,kievka,50.2619,71.5514,17.43,59,71,6.01,KZ,1695796937
365,san andres,12.5847,-81.7006,28.01,94,40,0.0,CO,1695796937
366,berdigestyakh,62.0989,126.6992,11.05,59,100,2.25,RU,1695796937
367,riverton,40.5219,-111.9391,21.47,36,0,3.58,US,1695796937
368,baardheere,2.3446,42.2764,30.59,50,13,7.18,SO,1695796938
369,xining,36.6167,101.7667,17.14,47,73,2.61,CN,1695796938
370,gizo,-8.103,156.8419,27.13,84,100,8.87,SB,1695796938
371,tera,14.0078,0.7531,31.39,49,0,3.29,NE,1695796938
372,saldanha,-33.0117,17.9442,12.03,62,4,1.46,ZA,1695796938
373,pinotepa nacional,16.3167,-98.0167,23.78,94,4,1.36,MX,1695796939
374,los llanos de aridane,28.6585,-17.9182,20.86,85,20,3.6,ES,1695796939
375,hatillo,18.4863,-66.8254,27.82,91,13,0.45,PR,1695796939
376,mumbwa,-14.9783,27.0619,26.84,28,100,2.05,ZM,1695796939
377,paita,-5.0892,-81.1144,18.81,87,17,5.94,PE,1695796939
378,port douglas,-16.4833,145.4667,23.54,66,0,7.18,AU,1695796939
379,tazacorte,28.629,-17.9293,22.54,85,20,3.6,ES,1695796940
380,naracoorte,-36.9579,140.7383,15.83,57,0,5.95,AU,1695796940
381,muskegon,43.3,-86.1334,17.92,85,100,5.66,US,1695796940
382,remontnoye,46.5614,43.6501,22.4,26,0,6.82,RU,1695796940
383,neftcala,39.3742,49.2472,23.83,38,0,2.9,AZ,1695796940
384,vadso,70.0744,29.7487,12.49,87,0,3.09,NO,1695796941
385,ridgecrest,35.6225,-117.6709,22.23,37,0,3.6,US,1695796941
386,bereznik,62.8551,42.7072,12.78,84,100,3.0,RU,1695796941
387,nagqu,31.5,92.0,14.58,30,100,7.72,CN,1695796941
388,hilo,19.7297,-155.09,23.86,90,75,2.06,US,1695796941
389,galesong,-5.3166,119.3661,33.01,45,38,5.6,ID,1695796942
390,camiri,-20.05,-63.5167,16.99,78,100,3.33,BO,1695796942
391,st. john's,47.5649,-52.7093,8.87,81,100,4.63,CA,1695796942
392,filipstad,59.7124,14.1683,13.09,94,100,2.77,SE,1695796942
393,modimolle,-24.7,28.4,18.31,56,86,3.02,ZA,1695796942
394,birjand,32.8663,59.2211,27.26,8,20,0.0,IR,1695796943
395,skovorodino,53.9833,123.9167,12.1,73,99,5.54,RU,1695796943
396,altpinar,39.2042,32.7478,21.0,35,0,3.03,TR,1695796943
397,loanhead,55.8795,-3.1587,9.5,89,100,1.34,GB,1695796943
398,opuwo,-18.0607,13.84,23.15,12,0,6.79,NA,1695796943
399,canacona,14.9959,74.0506,26.23,89,92,2.92,IN,1695796944
400,gereida,11.2811,25.1414,27.66,67,100,2.96,SD,1695796944
401,kristiansund,63.1115,7.732,15.03,58,75,2.06,NO,1695796944
402,tazovsky,67.4667,78.7,3.02,58,87,5.17,RU,1695796944
403,chui,-33.6971,-53.4616,10.01,95,100,4.98,UY,1695796944
404,uzhur,55.3036,89.8339,12.34,51,7,0.42,RU,1695796944
405,pisco,-13.7,-76.2167,17.23,82,8,0.0,PE,1695796945
406,sept-iles,50.2001,-66.3821,14.0,56,0,2.57,CA,1695796877
407,sitia,35.2,26.0986,24.43,60,10,1.24,GR,1695796945
408,waingapu,-9.6567,120.2641,31.05,45,100,5.26,ID,1695796945
409,sinabang,2.4803,96.3801,28.36,69,88,3.43,ID,1695796945
410,new toronto,43.6002,-79.5053,17.95,70,100,5.14,CA,1695796946
411,maumere,-8.6199,122.2111,28.58,60,93,0.28,ID,1695796946
412,tommot,58.9564,126.2925,12.84,49,0,0.81,RU,1695796946
413,rotonda west,26.8837,-82.2901,26.02,100,100,2.57,US,1695796714
414,ribeira brava,32.65,-17.0667,22.06,80,27,0.61,PT,1695796946
415,vychegodskiy,61.247,46.8984,9.45,94,100,2.73,RU,1695796946
416,tralee,52.2704,-9.7026,14.14,88,20,6.17,IE,1695796947
417,taoudenni,22.6783,-3.9836,33.4,12,10,0.78,ML,1695796947
418,hotan,37.0997,79.9269,24.68,12,6,3.37,CN,1695796947
419,saudarkrokur,65.7461,-19.6394,5.12,94,100,2.36,IS,1695796879
420,hobyo,5.3505,48.5268,28.9,69,45,7.88,SO,1695796947
421,mata-utu,-13.2816,-176.1745,27.3,80,14,7.55,WF,1695796948
422,mansa,29.9833,75.3833,35.14,30,0,3.27,IN,1695796948
423,vanju-mare,44.4253,22.8697,21.79,36,60,4.37,RO,1695796948
424,sierra grande,-41.606,-65.3557,11.03,33,100,3.25,AR,1695796948
425,afaahiti,-17.75,-149.2833,22.93,91,26,6.47,PF,1695796948
426,bonthe,7.5264,-12.505,25.71,85,14,0.94,SL,1695796948
427,mammoth lakes,37.6485,-118.9721,7.11,39,0,1.54,US,1695796948
428,wotje,9.4543,170.2367,28.76,76,100,3.59,MH,1695796949
429,farafangana,-22.8167,47.8333,24.99,65,50,4.64,MG,1695796949
430,cibitoke,-2.8833,29.25,27.25,37,92,1.07,BI,1695796949
431,dalandzadgad,43.5708,104.425,16.16,25,25,6.71,MN,1695796949
432,kuloy,61.0305,42.4925,12.35,81,100,2.6,RU,1695796949
433,ati,13.2154,18.3353,31.73,34,95,3.18,TD,1695796949
434,handan,36.6006,114.4678,20.16,75,100,2.54,CN,1695796950
435,turpan,42.9333,89.1667,25.95,22,0,1.9,CN,1695796759
436,lompoc,34.6391,-120.4579,17.01,87,0,10.73,US,1695796950
437,hithadhoo,-0.6,73.0833,27.92,72,12,5.44,MV,1695796950
438,igarka,67.4667,86.5833,2.54,64,87,5.28,RU,1695796950
439,codrington,-38.2667,141.9667,13.36,70,0,5.55,AU,1695796950
440,revelstoke,50.9832,-118.2023,10.01,100,100,2.06,CA,1695796940
441,caconda,-13.7333,15.0667,22.19,36,0,1.37,AO,1695796951
442,geraldton,-28.7667,114.6,36.23,21,5,6.17,AU,1695796817
443,fandriana,-20.2333,47.3833,21.24,33,5,3.84,MG,1695796951
444,iwanai,42.9744,140.5089,21.38,80,100,0.53,JP,1695796951
445,warsaw,52.2298,21.0118,17.68,87,0,2.57,PL,1695796803
446,sur,22.5667,59.5289,31.21,37,94,2.23,OM,1695796951
447,montevideo,-34.8335,-56.1674,8.84,87,0,1.54,UY,1695796952
448,rio grande,-32.035,-52.0986,12.75,93,100,7.11,BR,1695796952
449,embarcacion,-23.209,-64.096,19.01,84,100,2.18,AR,1695796952
450,ain leuh,33.2921,-5.3384,18.2,51,1,1.22,MA,1695796952
451,oban,56.4127,-5.4706,8.54,89,100,2.6,GB,1695796953
452,laojunmiao,39.8333,97.7333,16.79,19,0,4.68,CN,1695796953
453,lihue,21.9789,-159.3672,26.58,76,20,7.2,US,1695796808
454,bardai,11.65,7.2333,25.41,74,84,3.1,NG,1695796953
455,zamania,25.4333,83.5667,34.04,51,69,1.54,IN,1695796953
456,kodinsk,58.6881,99.1844,14.19,45,13,2.5,RU,1695796954
457,prince george,53.9166,-122.753,12.36,66,100,2.06,CA,1695796809
458,lata,40.1629,-8.3327,13.84,73,99,0.38,PT,1695796954
459,fasa,28.9383,53.6482,28.58,30,0,0.0,IR,1695796954
460,dapa,9.7594,126.0531,29.22,76,27,7.68,PH,1695796954
461,porto novo,6.4965,2.6036,24.9,84,100,1.97,BJ,1695796922
462,ta`u,-14.2336,-169.5144,26.49,70,24,7.41,AS,1695796955
463,lishui,28.4604,119.9103,30.91,73,80,1.23,CN,1695796955
464,usinsk,65.9939,57.5281,9.33,94,100,4.57,RU,1695796955
465,tongchuanshi,35.0806,109.0897,19.48,75,100,1.35,CN,1695796955
466,chegdomyn,51.1167,133.0167,13.67,86,100,3.33,RU,1695796955
467,carbonear,47.7332,-53.2148,9.03,81,99,4.71,CA,1695796956
468,ilha de mocambique,-15.0342,40.7358,26.68,68,4,4.5,MZ,1695796956
469,obidos,-1.9175,-55.5181,25.35,57,5,1.54,BR,1695796956
470,colby,39.3958,-101.0524,14.9,78,0,4.12,US,1695796956
471,idabel,33.8957,-94.8263,21.0,85,100,0.0,US,1695796951
472,qiancheng,27.185,109.7654,34.0,44,43,0.5,CN,1695796956
473,san luis,-33.295,-66.3356,8.05,26,0,4.05,AR,1695796957
474,turabah,21.2141,41.6331,35.28,11,7,3.23,SA,1695796957
475,san jose,37.3394,-121.895,17.39,76,20,9.83,US,1695796785
476,piti village,13.4626,144.6933,26.49,92,100,3.09,GU,1695796957
477,lavelanet,42.9313,1.8466,19.59,42,75,1.97,FR,1695796957
478,haiku-pauwela,20.9219,-156.3051,25.02,73,20,8.75,US,1695796957
479,cariamanga,-4.3333,-79.55,10.99,89,6,1.27,EC,1695796724
480,askoy,60.4092,5.226,14.16,100,75,5.66,NO,1695796958
481,medyn',54.9692,35.8586,14.62,63,33,0.66,RU,1695796958
482,lagunillas,10.1301,-71.2595,26.61,87,7,1.99,VE,1695796958
483,mount isa,-20.7333,139.5,33.87,14,0,3.6,AU,1695796958
484,cataingan,12.003,123.992,28.86,75,99,4.01,PH,1695796958
485,suratgarh,29.3167,73.9,35.45,22,0,1.93,IN,1695796958
486,zalingei,12.9096,23.4741,27.68,61,99,2.37,SD,1695796959
487,dryden,49.7833,-92.7503,13.16,82,0,3.6,CA,1695796935
488,manggar,-2.8833,108.2667,29.18,65,5,8.72,ID,1695796959
489,thurso,58.5927,-3.5259,10.48,83,100,4.06,GB,1695796959
490,milan,45.4643,9.1895,20.05,84,0,1.03,IT,1695796959
491,gagliano del capo,39.8442,18.3695,24.36,83,0,4.63,IT,1695796959
492,vilyuchinsk,52.9306,158.4028,12.15,63,90,2.33,RU,1695796959
493,jaunpils,56.7325,23.0136,16.91,73,100,3.82,LV,1695796960
494,robore,-18.3333,-59.75,25.36,53,21,4.49,BO,1695796960
495,choyr,46.3611,108.3611,10.51,42,5,2.57,MN,1695796960
496,uaua,-9.8414,-39.4817,21.39,80,6,3.23,BR,1695796960
497,tanjung pandan,-2.75,107.65,32.79,43,0,6.52,ID,1695796960
498,lethem,3.3803,-59.7968,26.59,66,61,3.05,GY,1695796961
499,kushima,31.4583,131.2333,28.57,71,33,2.38,JP,1695796961
500,rikaze,29.25,88.8833,19.18,24,5,1.23,CN,1695796961
501,zunyi,27.6867,106.9072,25.87,73,74,2.88,CN,1695796940
502,kondagaon,19.6,81.6667,28.58,72,98,0.88,IN,1695796961
503,enewetak,11.3474,162.3373,28.72,75,95,5.63,MH,1695796961
504,nalut,30.3333,10.85,19.0,66,0,4.74,LY,1695796961
505,trujillo,-8.116,-79.03,18.98,88,100,3.6,PE,1695796962
506,quelimane,-17.8786,36.8883,25.97,65,0,6.69,MZ,1695796952
507,penzance,50.1186,-5.5371,16.62,100,100,10.29,GB,1695796962
508,khandyga,62.6667,135.6,8.9,69,81,1.38,RU,1695796962
509,jumla,29.2747,82.1838,23.56,37,0,3.05,NP,1695796962
510,la serena,-29.9078,-71.2542,10.73,87,0,1.03,CL,1695796962
511,bengkulu,-3.8004,102.2655,27.07,75,11,4.54,ID,1695796963
512,selah,46.654,-120.5301,10.8,79,75,3.09,US,1695796963
513,luganville,-15.5333,167.1667,23.71,75,70,5.01,VU,1695796963
514,argostolion,38.1811,20.489,22.04,61,20,5.14,GR,1695796963
515,sos'va,59.1766,61.8558,13.67,65,100,3.44,RU,1695796964
516,lodwar,3.1191,35.5973,32.04,36,7,6.89,KE,1695796964
517,marsh harbour,26.5412,-77.0636,27.98,78,100,5.52,BS,1695796964
518,chamical,-30.36,-66.314,10.79,35,0,1.7,AR,1695796964
519,turbat,26.0023,63.044,37.15,6,99,2.36,PK,1695796964
520,la carolina,38.2756,-3.6153,19.15,45,5,1.1,ES,1695796965
521,arkalyk,50.2486,66.9114,17.23,55,13,4.38,KZ,1695796965
522,pontianak,-0.0333,109.3333,33.99,43,75,3.09,ID,1695796965
523,troy,42.6056,-83.1499,17.8,83,100,4.12,US,1695796861
524,mahina,-17.5065,-149.489,23.87,83,75,1.03,PF,1695796965
525,srikakulam,18.3,83.9,31.2,69,83,3.24,IN,1695796965
526,den burg,53.0542,4.7972,15.99,99,100,2.06,NL,1695796966
527,saguenay,48.4168,-71.0657,7.06,95,20,1.03,CA,1695796966
528,pensilvania,40.2724,-76.9057,14.03,93,100,0.89,US,1695796894
529,north bay,46.3168,-79.4663,12.28,83,0,3.09,CA,1695796772
530,rawah,34.4816,41.9093,33.96,19,0,1.41,IQ,1695796966
531,tadmur,34.5608,38.2805,28.29,29,0,0.94,SY,1695796967
532,mutoko,-17.397,32.2268,24.96,33,59,4.15,ZW,1695796967
533,ishikawa,26.4233,127.8214,32.41,67,40,5.66,JP,1695796967
534,belomorsk,64.5232,34.7668,13.66,78,0,4.78,RU,1695796967
535,columbus,39.9612,-82.9988,17.46,88,100,2.57,US,1695796871
536,daru,-9.0763,143.2092,24.99,84,100,8.1,PG,1695796968
537,kamiiso,41.8167,140.65,23.21,68,40,4.12,JP,1695796968
538,cidreira,-30.1811,-50.2056,16.74,95,100,3.92,BR,1695796968
539,vikulovo,56.8167,70.6107,13.06,48,21,3.28,RU,1695796968
540,skelleftea,64.7507,20.9528,11.2,100,100,3.09,SE,1695796968
541,udayagiri,20.1333,84.3833,28.02,73,83,1.2,IN,1695796968
542,smithers,54.7804,-127.1743,11.18,76,100,2.57,CA,1695796933
543,oyem,1.5995,11.5793,21.9,93,78,1.27,GA,1695796969
544,santa luzia,-19.7697,-43.8514,25.99,68,0,2.06,BR,1695796969
545,fiambala,-27.6871,-67.6149,8.68,81,93,2.49,AR,1695796969
546,miyako,39.6367,141.9525,21.88,82,40,1.38,JP,1695796969
547,nueva esperanza,15.2667,-87.6,25.79,99,100,0.78,HN,1695796970
548,berezovyy,51.6667,135.7,12.66,86,100,2.25,RU,1695796970
549,alta,69.9689,23.2717,13.59,82,75,4.63,NO,1695796970
550,port isabel,26.0734,-97.2086,27.79,80,0,2.06,US,1695796970
551,psachna,38.5833,23.6333,15.8,82,100,6.24,GR,1695796970
552,shortandy,51.7006,70.9994,14.81,71,99,3.23,KZ,1695796970
553,sampit,-2.5333,112.95,36.23,33,3,3.64,ID,1695796971
554,galveston,29.3669,-94.9669,27.22,87,0,1.54,US,1695796971
555,grand gaube,-20.0064,57.6608,25.77,63,59,4.02,MU,1695796971
556,dishna,26.1247,32.476,33.94,15,6,1.05,EG,1695796971
557,zaozersk,69.4005,32.4476,10.9,83,100,8.45,RU,1695796971
558,ponta delgada,37.7333,-25.6667,19.4,94,20,2.57,PT,1695796971
559,tindouf,27.6711,-8.1474,22.25,43,0,5.14,DZ,1695796971
560,oltinko'l,40.8011,72.1634,28.57,13,0,1.97,UZ,1695796972
561,klaipeda,55.7172,21.1175,17.03,76,100,6.3,LT,1695796720
562,weno,7.4515,151.8468,28.97,84,100,4.12,FM,1695796972
563,papao,-17.75,-149.55,23.82,90,76,8.77,PF,1695796972
564,kirensk,57.7853,108.1119,14.84,42,52,2.0,RU,1695796972
565,aykhal,66.0,111.5,3.72,81,100,10.31,RU,1695796972
566,buncrana,55.1333,-7.45,10.87,89,100,5.39,IE,1695796972
567,nemuro,43.3236,145.575,17.39,85,40,3.77,JP,1695796973
568,dasht-e archi,37.1333,69.1667,28.23,13,63,3.48,AF,1695796973
569,visakhapatnam,17.69,83.2093,30.94,84,75,4.63,IN,1695796750
570,kidal,18.4411,1.4078,31.64,11,4,4.08,ML,1695796973
571,zeya,53.75,127.2667,11.01,81,100,4.77,RU,1695796973
572,kilindoni,-7.9139,39.6668,25.92,76,3,4.97,TZ,1695796973
573,karaj,35.8355,51.0103,21.29,52,20,5.14,IR,1695796974
574,falenki,58.3613,51.5946,13.43,65,100,4.7,RU,1695796974
575,pueblo yaqui,27.35,-110.0333,28.51,64,0,4.29,MX,1695796974
576,kratie,12.4881,106.0188,28.2,87,100,3.04,KH,1695796974
577,inhambane,-23.865,35.3833,22.99,94,75,0.0,MZ,1695796974
